StaTerr,type,cases_median,cases_75thPct,cases_25thPct,cases_mean,cases_sd,tenure_median_yrs,tenure_75thPct,tenure_25thPct,tenure_mean,tenure_sd,caseload_median,caseload_75thPct,caseload_25thPct,caseload_mean,caseload_sd
MI,Supervisor,197,470,58,410.985873605948,683.0436712204744,1.4,2.4246575342465753,0.8465753424657534,1.854833222997403,1.419534628396624,167.14953271028037,296.384872080089,50.99264705882353,205.54458117175113,201.16524327783668
MN,Supervisor,193.5,497,51,500.015350877193,962.5073607739589,2.5684931506849313,4.763013698630138,1.3863013698630136,3.6380918048546023,3.014608568319235,69.92243343595848,150.75473716170524,30.23600355528989,129.1160189703969,174.1234473282108
MO,Supervisor,204,716,38.5,553.2284382284382,855.3920716828894,1.9095890410958904,3.8684931506849316,0.9972602739726028,2.5985566944471055,2.0567205227905747,112.22701149425288,271.52231769001435,35.05354190934874,181.9908681919453,195.34474688892024
MS,Supervisor,316.5,740.25,113.75,527.8415841584158,603.7759675665169,3.0726027397260274,7.019178082191781,1.665068493150685,4.602034450020344,3.7184271917718164,96.95035846108622,146.3019914756026,61.383860477686596,108.28974213203884,66.32986785298618
MT,Supervisor,319,768.5,112,664.1832061068702,1094.8308671734626,2.7041095890410958,7,1.410958904109589,4.296706054585381,3.65944354793471,108.62853970016657,182.76187231403765,57.32958782175996,136.94532423129013,128.78415471101255
ND,Supervisor,59,148.75,21.5,253.36666666666667,535.6523367284946,2.8575342465753426,5.301369863013699,1.5191780821917809,3.2427701674277016,1.9897775442481835,26.987095141700404,67.84263463209362,11.880616286252708,60.38803447684486,90.21795070527084
NE,Supervisor,185.5,641.75,34.5,584.8533834586466,1169.2182734097603,3.5041095890410956,6.976712328767124,1.8897260273972603,4.76010917705222,3.5353812878769166,53.56741725898761,167.5703365145111,12.733145557980745,109.54060315887573,133.15657481489325
NH,Supervisor,286.5,1121.75,57.75,894.0175438596491,1436.4577497950033,4.4589041095890405,9.324657534246576,2.1979452054794524,5.803917327565489,4.194434325880945,61.907090235967246,180.42636514065083,17.343183939634798,129.6612340780131,150.87577282783892
NJ,Supervisor,127.5,477.5,24,370.8180169286578,590.3570301118452,2.9383561643835616,4.597260273972603,1.473972602739726,3.432459293369333,2.4550203397086112,52.83040555194101,139.42381871386124,17.47264287545815,87.777476360895207,92.12527653671275
NM,Supervisor,209,835.75,38.25,758.1496598639455,1373.0039404637164,3.272602739726027,7.977397260273972,1.6397260273972603,4.770328953499208,3.913027084333833,63.23156255198173,199.05722436302779,21.25208023276269,137.40438209247196,161.75146113799414
NV,Supervisor,255,891,60.5,658.32,874.083498825889,3.473972602739726,6.549315068493151,1.7082191780821918,4.515556662515567,3.4266139727860443,84.67999999999999,203.80910816865514,28.710184890585783,142.6118931060942,169.6246607888589
OK,Supervisor,250,777,39.75,568.9145408163265,860.4359889190597,2.328767123287671,4.15,1.2438356164383562,3.1696638244338833,2.7566145590731814,131.58936276554527,257.299988668758,32.965380912503775,169.08859999613733,157.396381779432
OR,Supervisor,292.5,862,57,542.7878787878788,613.4510231647458,2.721917808219178,3.6773972602739726,1.547945205479452,2.6124394631243946,1.2424987489724895,131.34872829981026,301.6664670773723,33.535655005683154,180.79592103497026,168.49531012152318
RI,Supervisor,1845.5,7272.25,906,3765.7916666666665,3943.6297777904256,11.324657534246576,12.722602739726026,3.3404109589041093,8.604223744292238,4.8080561749690975,345.70945051514764,652.1536338666831,120.5729965747017,405.67838411680464,317.6356137418796
SC,Supervisor,143.5,374.75,40,340.7654986522911,555.5661046372576,2.0342465753424657,3.697260273972603,1.0198630136986302,2.552062179226821,1.836683277465427,75.6678264449532,177.43516508496623,26.383369268098043,131.5412250780041,155.99441060541298
SD,Supervisor,252.5,534,85,498.83673469387753,842.2288507212077,3.793150684931507,7.803424657534246,1.6746575342465753,5.044590438915292,4.018413331328962,74.19243203835711,107.35645441682732,43.045510201015595,104.5175512102427,166.94138932101112
TN,Supervisor,123,761.5,30,493.1674140508221,689.047896820771,1.436986301369863,2.9650684931506848,0.9945205479452055,2.165489280668346,1.715230349562742,99.3668341091149,314.12329718652916,27.477531938587816,182.69978377616675,190.88180661031816
TX,Supervisor,300,875,78,730.8597623089983,1077.3778547045076,1.9698630136986301,4.898630136986301,1.1123287671232878,3.4257255157336557,3.2561268481434444,132.43041749502981,322.5467914438503,50.76002587322122,195.37852683952923,172.4039272720441
UT,Supervisor,255,879,101,732.6386554621848,1069.5474607275494,2.9945205479452053,4.69041095890411,1.2191780821917808,3.1570469283603853,2.078801586786603,125.62790697674419,258.68932038834953,61.03678929765886,197.01053293801377,199.0296456420428
VA,Supervisor,120.5,395,27,366.162213740458,618.7339419726856,2.880821917808219,5.364383561643836,1.2732876712328767,3.3084074035344555,2.233423762240468,50.54820476321298,127.72442825410445,18.851743840019047,94.0537391215562,108.39017588339388
WA,Supervisor,100,332,27,308.33129251700683,568.2836457398251,2.0753424657534247,4.404109589041095,0.9753424657534246,2.7888547199701796,2.1697207290639033,56.07308798583966,143.1966801536939,19.85615375857456,109.60879495965133,140.37382912624946
WI,Supervisor,199,739,38,657.9845474613686,1077.1856099374265,3.5835616438356164,7.364383561643836,1.673972602739726,4.6984607940971905,3.5603348776403103,68.4375,196.20553359683797,19.70027560863574,138.0038640049394,166.52003917127385
WV,Supervisor,241,677.75,83,603.7162162162163,894.4299469989953,2.0712328767123287,5.31027397260274,1.1020547945205479,3.497734172528693,3.0906232062332575,120.20948078727739,232.77440707644365,47.60520357884994,154.79489247133642,132.75986369650772
WY,Supervisor,136,528,43,381.78494623655916,573.7325700575435,5.865753424657535,10.158904109589042,2.684931506849315,6.502459861540728,4.138656742214992,39.34131736526946,78.06213525575008,11.091872791519435,52.543988558975286,52.938109004116576
